player_id,player_name,team,position,role,age,projected_games,minutes,points,rebounds,assists,steals,blocks,turnovers,fg_pct,three_pt_pct,ft_pct,fta,fantasy_points,consistency,offense_projection_raw,offense_recent_blend,offense_baseline_score,offense_trend,offense_availability_factor,offense_history_seasons,offense_baseline_sample_size,offense_age_band,defense_projection_raw,defense_recent_blend,defense_baseline_score,defense_trend,defense_availability_factor,defense_history_seasons,defense_baseline_sample_size,defense_age_band,offense_projection_z,defense_projection_z,advanced_projection_raw,advanced_projection_z,offense_projection_band,defense_projection_band,advanced_projection_band,offense_wins_component,defense_wins_component,strict_wins,strict_wins_gap_from_baseline
2544,LeBron James,LAL,F,Starter,41,63,33.82225177391475,21.687143416038985,7.17918636009736,6.831295014122924,1.1673818400530127,0.5499855196395045,3.1047678841518227,0.5149169264919548,0.3657215089674529,0.7634019791472403,5.145000403585306,42.59644376426593,71,1.4987,2.6094,0.0832,2.8133,0.75,57,2897,32+,-0.2376,-0.3547,-0.1119,0.0507,0.9846,41,747,32+,2.5902632195064905,-0.3569666064213374,0.717365,1.697174195535281,elite,below,elite,3.347,-0.434,8.913,2.913
1630198,Isaiah Joe,OKC,G,Rotation,26,66,21.458473819377534,9.684043154507696,2.553047389887102,1.8795638890818929,0.7171010436776776,0.1940508923414547,0.8543985327864383,0.4431565622792536,0.4032664733105149,0.8390339901410074,1.408094917808011,17.446103131266018,65,1.1239,1.2692,0.0582,2.3419,1.0467,18,1309,24-27,0.2114,0.3039,0.0744,-0.2084,1.15,31,913,24-27,1.7611144402491827,0.2051669568955196,0.713275,1.5296493794398702,elite,average,elite,2.51,0.386,8.896,2.896
1629130,Duncan Robinson,DET,F,Rotation,31,70,24.603615804472994,10.324017800466615,3.111347795947028,1.997849534204464,0.5995881105698004,0.2811927654507191,0.9907630266558018,0.4513114663892777,0.3971323390339058,0.782169428686387,1.3084889215907671,18.7059890583155,73,1.2362,1.2983,0.0276,2.2795,1.146,24,901,28-31,0.0671,0.217,0.0602,-0.8986,1.15,30,343,28-31,2.09111684450114,0.0680600985652315,0.710105,1.677741486040597,elite,average,elite,2.761,0.123,8.884,2.884
1630224,Jalen Green,PHX,G,Rotation,24,51,26.068318672728108,14.74868228330385,3.5814614708800385,2.888044276054172,0.8893418942249764,0.2712461515718667,1.881984832222776,0.4247418812845849,0.3355038286440227,0.7835936859630911,2.7080081919629007,24.97828176760891,66,0.3544,0.4376,0.0582,0.4455,1.0317,15,1309,24-27,1.1433,1.5034,0.0744,0.6982,1.15,21,913,24-27,0.3129149716508538,1.5391209142841873,0.709405,1.5194283040448546,average,elite,elite,0.791,2.089,8.88,2.88
1642264,Stephon Castle,SAS,G,Starter,21,68,30.396791097692937,16.009841157292364,4.474116784325037,5.471462131381717,1.1229799973044472,0.3099598523396174,2.5901111869328544,0.4492720526475729,0.3336870160311282,0.7508803810923009,4.425105246034968,31.294682857554324,65,0.5517,1.4345,0.1015,-2.2217,0.75,6,4716,21-23,0.8911,1.2759,-0.1079,1.3282,1.029,7,1613,21-23,0.6842336917995872,1.178113093645254,0.70443,1.5062888078975154,above,above,elite,1.232,1.628,8.86,2.86
1642914,Javon Small,MEM,G,Rotation,23,47,21.27313244322976,9.292276726737816,2.90054702957358,2.971053135107669,0.8206277684855429,0.2461545466792341,1.3161819846686855,0.4473039477493482,0.381946135574194,0.805793886544738,1.8197512716779944,19.11367782571326,61,0.7806,1.1939,-0.2397,1.6372,0.8872,3,907,21-23,0.5691,0.6357,0.1139,0.7923,1.15,4,799,21-23,1.1150236311916046,0.7171911339079957,0.685425,1.4560946120623028,above,above,elite,1.743,1.04,8.783,2.783
202699,Tobias Harris,DET,F,Rotation,33,63,26.66474912414512,11.614761892425488,5.001219780456614,2.1762215233758706,0.8312953065874176,0.4927381091152136,1.0789521173398815,0.4686989130962574,0.3601087794875619,0.838311837893931,2.133265841101312,23.77370604380524,73,1.0501,1.1461,-0.0177,1.7253,1.15,45,610,32+,0.2361,0.3679,0.0742,-0.377,1.15,43,283,32+,1.7372458334973464,0.3037985729424227,0.6838000000000001,1.6073313726442258,elite,average,elite,2.345,0.431,8.776,2.776
1643052,Chaney Johnson,BKN,G,Rotation,23,32,21.287444300005617,8.82920341875561,3.164769629210136,2.4593318893732903,0.8246778359198087,0.3233351810576265,1.253638785538039,0.4562213848609742,0.3488550725043328,0.7943395230915483,1.767757129450359,18.506325073261973,65,0.3854,0.7327,-0.2397,0.8772,0.7645,3,907,21-23,1.0407,1.7272,0.1139,-0.2665,0.9969,3,799,21-23,0.3712569905287593,1.3922557184175948,0.680285,1.44251933363068,above,elite,elite,0.861,1.902,8.763,2.763
1626156,D'Angelo Russell,DAL,G,Rotation,29,45,22.94670934336345,10.93027893123089,2.5852595614704272,3.859072891911712,0.746467856616433,0.2290145840560368,1.612558947835333,0.4200032898988821,0.3419193704108391,0.7878089638487743,2.090964120225576,21.135088117045047,60,0.4976,0.6881,0.0276,0.9778,0.9015,33,901,28-31,0.8677,1.2407,0.1577,-0.3728,1.15,29,441,28-31,0.5824174588545974,1.1446175226581363,0.664145,1.3998919029134833,above,above,elite,1.111,1.585,8.696,2.696
1629632,Coby White,CHA,G,Rotation,26,56,26.71754853635685,14.635869864270587,3.25418977969104,3.642516956682043,0.7180349227887949,0.1892713625900732,1.939473367346024,0.4442279072013361,0.3655635436898065,0.8349039995342755,3.2353611753102967,24.78711852371348,74,1.2108,1.4677,0.0582,1.4431,1.088,20,1309,24-27,-0.0101,0.0561,0.0744,-0.6474,1.15,23,913,24-27,1.9246602931682144,-0.1118958197560414,0.6613950000000001,1.39262886484209,elite,average,elite,2.704,-0.018,8.686,2.686
1629627,Zion Williamson,NOP,F,Starter,25,60,31.30649444128608,20.293435253970923,6.454911843298769,3.680599423267416,1.0767835187081731,0.7201154392584703,2.300052842542612,0.5348802510331016,0.3451166655039758,0.7203149467134208,6.210556125763925,36.65087263218789,71,1.178,1.9784,0.1699,2.4227,0.75,18,6780,24-27,0.0217,0.2675,-0.0596,-1.1989,0.9554,14,1588,24-27,1.9804489624999533,0.0047315379928973,0.657665,1.5373762951451126,elite,average,elite,2.631,0.04,8.671,2.671
1641709,Ausar Thompson,DET,G,Rotation,23,65,23.472822848998938,9.325844160345422,4.43821314850687,2.5319812313043046,1.33274543136384,0.6039719564357713,1.3536565302970378,0.4859746101475595,0.3157720321749084,0.6574012966568246,2.1151291834347283,22.90616741861192,71,0.2654,0.7145,-0.2397,-1.6028,1.0868,9,907,21-23,1.1128,1.4275,0.1139,0.7698,1.15,10,799,21-23,0.1454169174529965,1.495462157228329,0.64673,1.3538970636359131,average,elite,elite,0.593,2.033,8.626,2.626
1630572,Sandro Mamukelashvili,TOR,F,Rotation,26,66,18.59110670867278,8.389544450082617,4.202605151333067,1.3690245161979886,0.6016599110249233,0.4335300974004631,0.7936627225360351,0.4945016906578441,0.3680760928148791,0.7348835357157016,1.5940852927131428,17.798114708719407,60,1.2384,1.5003,0.0582,2.7474,0.9794,15,1309,24-27,-0.0984,-0.2019,0.1733,-0.1642,1.15,25,714,24-27,2.0953001665011843,-0.1627962180585858,0.6368400000000001,1.4816343977309545,elite,average,elite,2.766,-0.18,8.586,2.586
1629680,Matisse Thybulle,POR,G,Rotation,29,38,20.17415781715964,7.38296051638111,2.490948113028999,1.8401292576983732,1.4727737513404864,0.4180034179906773,1.0005073596479126,0.4374655049905676,0.3832715735165098,0.7669775417836577,1.1767895892284443,17.80411628690905,69,-0.1296,-0.0975,0.0276,-1.0977,0.7797,21,901,28-31,1.5638,1.8587,0.1577,3.0361,1.0666,32,441,28-31,-0.5979733230880561,2.1410391877920043,0.63243,1.316129265664667,below,elite,elite,-0.289,2.857,8.568,2.568
204001,Kristaps Porziņģis,GSW,F,Rotation,30,43,24.551566036881624,14.064810581959431,5.311465651510863,1.9252505817412475,0.6446377793809189,1.0075523672412523,1.1976003397487125,0.47027948205948,0.3686968492165143,0.8170097965414032,3.604661296483177,27.085415336502145,74,1.0557,1.4821,0.0276,1.7461,0.9221,30,901,28-31,0.0897,0.1314,0.0602,-0.1819,1.14,20,343,28-31,1.7478942894974607,0.0995848886298736,0.6210000000000001,1.4392357588334626,elite,average,elite,2.358,0.164,8.522,2.522
1629618,Jalen Pickett,DEN,G,Rotation,26,50,17.377430284140978,6.374525159413359,2.1209143783259736,2.274448677599893,0.5202512773275467,0.1541613768894157,0.8810800593254111,0.4300207161133776,0.3713329239956893,0.7947012793111389,0.921959150376556,13.473453333129845,48,-0.027,0.1304,0.0582,-1.3222,0.8193,9,1309,24-27,1.4129,1.8074,0.0744,1.2187,1.15,15,913,24-27,-0.4048800606082788,1.9250356979648235,0.620955,1.2858225886213068,below,elite,elite,-0.06,2.582,8.522,2.522
1630532,Franz Wagner,ORL,F,Starter,24,51,32.381614040835515,19.638258292128967,5.938584826677803,3.4561759523841853,1.0773361095461065,0.5373163555099519,1.982579140494469,0.4724822251375362,0.3274520893416164,0.8143209636320181,4.919273597172204,34.81020226739231,69,0.981,1.63,0.1699,2.0603,0.75,15,6780,24-27,0.1714,-0.0595,-0.0596,2.4677,0.8871,15,1588,24-27,1.6058514924959375,0.2135483996157702,0.6166800000000001,1.427672493679601,elite,average,elite,2.191,0.313,8.504,2.504
1629012,Collin Sexton,CHI,G,Rotation,27,65,24.18249818461007,13.797317496358598,2.5087605160475817,3.3762626037951176,0.8867035644334044,0.1659910671532004,1.8225060708111305,0.4688349095346287,0.3893889262583755,0.8480205134761659,3.0878699546386983,23.20780184525706,73,0.4934,0.8507,0.0582,-1.2004,1.1025,21,1309,24-27,0.7661,1.1969,0.0744,-0.7428,1.15,22,913,24-27,0.5745130562969457,0.9991837614491133,0.616115,1.273039641615654,above,above,elite,1.102,1.4,8.502,2.502
1642878,Tyrese Proctor,CLE,G,Bench,22,45,11.367470416931576,4.735871114218584,1.4001993487236606,1.3101939061301473,0.4747559979269644,0.0717531813192154,0.709273619774358,0.4089622983019654,0.3417133486675729,0.8069309101391579,0.8455661510439354,9.31165510984638,56,0.095,0.5063,-0.9598,0.0421,1.0178,3,534,21-23,1.2467,1.3821,0.3161,1.6002,1.15,5,124,21-23,-0.1752759863145867,1.6871312578768345,0.613265,1.265512493068937,average,elite,elite,0.212,2.278,8.49,2.49
1627751,Jakob Poeltl,TOR,C,Rotation,30,52,24.71613823450189,10.228918257408496,7.349180483709682,1.8743380095358504,0.7772798964502636,0.9827545223575782,1.368709476992365,0.6179597170055635,0.359901916519411,0.6377883045773428,2.0960063268104223,25.770835631595048,68,1.2352,1.4702,0.0276,2.7246,1.0001,30,901,28-31,-0.151,-0.696,0.1167,2.5127,1.15,33,212,28-31,1.7990068849901013,-0.325639889869961,0.6114100000000001,1.2948490850456438,elite,average,elite,2.758,-0.276,8.482,2.482
1642907,Cedric Coward,MEM,G,Rotation,22,60,23.22755004372167,10.83042579218272,4.063310349667864,2.6101303313652697,0.7175302216847192,0.3349009283179964,1.444338731777117,0.4530016472664913,0.3462605038555543,0.8166694382461221,2.0984799854778347,21.33454842706309,72,0.6047,0.827,-0.2397,1.0386,1.04,3,907,21-23,0.6109,0.917,0.1139,-0.5313,1.15,2,799,21-23,0.7839797240747158,0.7770251025943851,0.6074900000000001,1.250260113119011,above,above,elite,1.35,1.116,8.466,2.466
1641772,Nae'Qwan Tomlin,CLE,F,Rotation,25,48,18.71367182224021,7.212236568899783,3.662980323990056,1.090619437857561,0.6580368902737707,0.5156104225815623,0.7457627484386127,0.4733417276024158,0.3032187580669837,0.7351126474940639,1.3944986031904736,16.01892130460158,61,0.3281,0.5286,0.0582,0.3517,0.8343,3,1309,24-27,0.9354,1.2189,0.1733,0.3004,1.15,6,714,24-27,0.3643556134826292,1.279253692066504,0.6013850000000001,1.3867326463350846,above,elite,elite,0.733,1.709,8.442,2.442
1642851,Kon Knueppel,CHA,G,Starter,20,77,31.79595421434766,17.385980917728144,4.811585496667097,4.162263262588238,0.9328135478445084,0.2955207696316724,2.2086304380391537,0.4577632224162053,0.3980917661125731,0.8232461271714583,3.259627912583541,30.879650922000405,66,0.7978,1.2853,0.1015,2.0285,0.75,3,4716,21-23,0.3589,0.6393,-0.1079,-0.2464,1.099,3,1613,21-23,1.1473940416657973,0.4163035688869655,0.600295,1.2312573644194922,above,above,above,1.782,0.656,8.438,2.438
203954,Joel Embiid,PHI,C,Starter,32,43,31.6900473425551,22.120158712325683,8.954747191857852,3.594246742015294,0.7105787055780477,1.311253800044984,2.5923907816014395,0.4963824395691989,0.3357340374563586,0.8232035795533411,7.168959886414755,41.73033219084572,72,1.2296,2.0312,0.0832,2.9836,0.75,30,2897,32+,-0.187,-0.6825,-0.0032,1.8306,0.8223,18,195,32+,1.7890130977884835,-0.3796497240376026,0.59213,1.2401935773122712,elite,below,above,2.746,-0.342,8.404,2.404
1629599,Amir Coffey,PHX,G,Bench,28,44,15.072463128890844,5.124735738461765,1.5619033964057485,1.018553761463712,0.4086646888831722,0.1275582098148227,0.4601629190505391,0.4495254305409817,0.3688118985887909,0.8251641826507237,0.939305354991883,9.675356233387676,65,-0.221,0.3372,-1.1459,-1.2603,1.1433,21,320,28-31,1.5633,2.2725,0.2006,-0.6428,1.15,33,41,28-31,-0.7699881787474288,2.1403234704632195,0.581935,1.1827666811501156,below,elite,above,-0.494,2.856,8.362,2.362
1641750,Ryan Kalkbrenner,CHA,C,Rotation,24,66,21.50089408647147,8.022005813410363,5.9182932658466,1.0402818298404335,0.5301064415073976,1.206151611722896,1.030598662557514,0.6170987344651621,0.3128571187731973,0.6869575697504977,1.9257665959476575,20.8625559743203,72,0.6757,0.7143,0.0582,1.6605,1.0477,3,1309,24-27,0.4659,0.545,0.1525,0.324,1.15,3,236,24-27,0.8005204672570686,0.5998786295194324,0.58129,1.2094640283584457,above,above,above,1.509,0.851,8.36,2.36
